"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/15/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/16/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/17/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/18/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/19/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/20/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/21/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/22/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/23/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/24/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/25/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/26/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/27/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/28/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/29/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"04/30/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/01/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/02/2020","AQS","390350060","1","0.4","ppm","5","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/03/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/04/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/05/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/06/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/07/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/08/2020","AQS","390350060","1","0.1","ppm","1","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/09/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/10/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/11/2020","AQS","390350060","1","0.1","ppm","1","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/12/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/13/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/14/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/15/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/16/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/17/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/18/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/19/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/20/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/21/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/22/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/23/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/24/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/25/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/26/2020","AQS","390350060","1","0.5","ppm","6","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/27/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/28/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/29/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/30/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"05/31/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/01/2020","AQS","390350060","1","0.4","ppm","5","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/02/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/03/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/04/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","13","54.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/05/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/06/2020","AQS","390350060","1","0.1","ppm","1","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/07/2020","AQS","390350060","1","0.1","ppm","1","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/08/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/09/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/10/2020","AQS","390350060","1","0.1","ppm","1","GT Craig NCore","16","67.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/11/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/12/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/13/2020","AQS","390350060","1","0.1","ppm","1","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/14/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/15/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/16/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/17/2020","AQS","390350060","1","0.4","ppm","5","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/18/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/19/2020","AQS","390350060","1","0.4","ppm","5","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/20/2020","AQS","390350060","1","0.4","ppm","5","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/21/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/22/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/23/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/24/2020","AQS","390350060","1","0.1","ppm","1","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/25/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/26/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/27/2020","AQS","390350060","1","0.1","ppm","1","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/28/2020","AQS","390350060","1","0.2","ppm","2","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/29/2020","AQS","390350060","1","0.3","ppm","3","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"06/30/2020","AQS","390350060","1","0.4","ppm","5","GT Craig NCore","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"07/01/2020","AQS","390350060","1","0.1","ppm","1","GT Craig NCore","2","8.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.492117","-81.678449"
"01/01/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","19","79.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/02/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","18","75.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/03/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/04/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/05/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/06/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/07/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/08/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/09/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/10/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/11/2020","AQS","390350073","1","0.1","ppm","1","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/12/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/13/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/14/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/15/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/16/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","18","75.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/17/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/18/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/19/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/20/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/21/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","17","71.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/22/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/23/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","18","75.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/24/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/25/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/26/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/27/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/28/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","18","75.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/29/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/30/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","17","71.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"01/31/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/01/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/02/2020","AQS","390350073","1","0.1","ppm","1","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/03/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","17","71.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/04/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/05/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/06/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/07/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","13","54.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/14/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","3","13.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/15/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/16/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/17/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/18/2020","AQS","390350073","1","0.2","ppm","2","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/19/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/20/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/21/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/22/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/23/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/24/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/25/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/26/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/27/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/28/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"02/29/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"03/01/2020","AQS","390350073","1","0.4","ppm","5","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
"03/02/2020","AQS","390350073","1","0.3","ppm","3","Cleveland Near Road","24","100.0000","42101","Carbon monoxide","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.44013","-81.494833"
